Ramsey Faragallah,{'The Sopranos': 'Fed #1'}
Steven Randazzo,{'The Sopranos': 'Vincent Rizzo'}
Denise Richardson,{'The Sopranos': 'Newscaster'}
Jim DeMarse,{'The Sopranos': 'Jack Krim'}
Maurizio Corbino,{'The Sopranos': 'Waiter'}
John Arocho,{'The Sopranos': 'Kid #2'}
Jason Hauser,{'The Sopranos': 'Rideland Cop'}
Nancy Cassaro,"{'The Sopranos': 'Joanne Moltisanti', 'Goodfellas': ""Joe Buddha's Wife""}"
Dan Chen,{'The Sopranos': 'Ernest Wu'}
Susan Campanaro,{'The Sopranos': 'Mother at Mall'}
John Devlin,{'The Sopranos': 'Assistant Director'}
James Collins,{'The Sopranos': 'Truck Driver'}
Ismail Bashey,{'The Sopranos': 'Dr. Mehta'}
Anya Shetler,{'The Sopranos': 'Ilana'}
Charlotte Colavin,{'The Sopranos': 'Lorraine Cirillo'}
Laurie Williams,{'The Sopranos': 'Young Livia Soprano'}
Karl Bury,{'The Sopranos': 'Tom Fiske'}
Evan Ferrante,{'The Sopranos': 'Brandon'}
Geraldo Rivera,{'The Sopranos': 'Geraldo Rivera'}
Christian Laurin,{'The Sopranos': 'Normand'}
Michael B. Jordan,{'The Sopranos': 'Rideland Kid'}
DonnaMarie Recco,{'The Sopranos': 'Bebe'}
Kate Anthony,{'The Sopranos': 'Counter Person'}
Barbara Haas,{'The Sopranos': 'Aida Melfi'}
James Weston,{'The Sopranos': 'Randy Wagner'}
George Bass,{'The Sopranos': 'Janitor'}
Catherine Dent,{'The Sopranos': 'Arlene Riley'}
Dominic Fumusa,{'The Sopranos': 'Gregory Moltisanti'}
Susan Blackwell,{'The Sopranos': 'Therapist'}
Robert Cicchini,"{'The Sopranos': ""Dr. D'Alessio""}"
Janis Dardaris,{'The Sopranos': 'Karen'}
Scottie Epstein,{'The Sopranos': 'Quickie G'}
Catrina Ganey,{'The Sopranos': 'Nurse'}
Emme Shaw,{'The Sopranos': 'Nurse'}
Robert T. Bogue,{'The Sopranos': 'Ed Restuccia'}
Peter Davies,{'The Sopranos': 'Paxton'}
Liza Lapira,{'The Sopranos': 'Amanda Kim'}
Bruce Kirby,{'The Sopranos': 'Dr. Russ Fegoli'}
Jonathan Del Arco,{'The Sopranos': 'Father Jose'}
Michael DeNigris,{'The Sopranos': 'Charles Cinelli'}
James O'Toole,{'The Sopranos': 'Baz'}
Michael Buscemi,{'The Sopranos': 'Lewis Pantowski'}
Gene Canfield,"{'The Sopranos': 'Police Officer', 'Goodfellas': 'Prison Guard in Booth'}"
Anthony Caso,"{'The Sopranos': 'Martin Scorsese', 'Goodfellas': 'Truck Hijacker'}"
Salem Ludwig,{'The Sopranos': 'Mr. Capri'}
Karen Neil,{'The Sopranos': 'Receptionist'}
Timothy Nolen,{'The Sopranos': 'Jeffrey Wernick'}
Gregory Perrelli,{'The Sopranos': 'Jared'}
Bittu Wallia,{'The Sopranos': 'Doctor'}
Mitch Holleman,{'The Sopranos': 'Boy at Mall'}
Frank Sinatra Jr.,{'The Sopranos': 'Frank Sinatra Jr.'}
John Christopher Jones,{'The Sopranos': 'Kevin Cullen'}
Andersen Gabrych,{'The Sopranos': 'UTA Receptionist'}
Marc Freeman Hamm,{'The Sopranos': 'Party Goer'}
Joseph Carino,{'The Sopranos': 'Secretary'}
Anthony DiMaria,"{'The Sopranos': ""Ruggerio's Son""}"
Joe Bacino,{'The Sopranos': 'Little Joe'}
Jana Januskova,{'The Sopranos': 'Dancer'}
John Fiske,{'The Sopranos': 'FBI Man'}
Joyce Van Patten,{'The Sopranos': 'Dr. Sandy Shaw'}
David Lee Roth,{'The Sopranos': 'David Lee Roth'}
Homie Doroodian,{'The Sopranos': 'Kamal'}
Angela Pietropinto,"{'The Sopranos': 'Helen Barone', 'Goodfellas': ""Cicero's Wife""}"
Patrick Holder,{'The Sopranos': 'Earl Bretanoux'}
Jim Bracchitta,{'The Sopranos': 'Peter Acinapura'}
Bernadette Penotti,{'The Sopranos': 'Nurse'}
David Wike,{'The Sopranos': 'Donnie Paduana'}
Victor Colicchio,"{'The Sopranos': 'Joe', 'Goodfellas': ""Henry's 60's Crew""}"
Michael Santoro,{'The Sopranos': 'Father Phil Intintola'}
Terumi Matthews,{'The Sopranos': 'Rita'}
T.J. Coluca,{'The Sopranos': 'Jeremy Piocosta'}
Nick Raio,{'The Sopranos': 'Wiseguy'}
Prianga Pieris,{'The Sopranos': 'Mechanic'}
Barbara Lavalle,{'The Sopranos': 'Band Leader'}
Frankie Dellarosa,{'The Sopranos': 'EMT'}
Moises Belizario,{'The Sopranos': 'FBI Man'}
Stephen Payne,{'The Sopranos': 'Dominic'}
Patricia Marand,{'The Sopranos': 'Helen Barone'}
Linda Mann,{'The Sopranos': 'Joint Copper'}
Elizabeth Flax,{'The Sopranos': 'Therapist'}
Mark Fish,{'The Sopranos': 'Caller #2'}
Ciro Maggio,{'The Sopranos': 'Raffaelle'}
Bryan Matzkow,{'The Sopranos': 'Hotel Manager'}
Alik Sakharov,{'The Sopranos': 'Agron'}
Frank Bongiorno,{'The Sopranos': 'Guiseppe'}
John Freudiger,{'The Sopranos': 'Chooch'}
Roma Maffia,{'The Sopranos': 'Professor Longo-Murphy'}
Julie Goldman,{'The Sopranos': 'Saskia Kupferberg'}
Vanessa Quijas,{'The Sopranos': 'Jessica'}
Paula Garcés,{'The Sopranos': 'Felicia Galan'}
Lawrence Taylor,{'The Sopranos': 'Lawrence Taylor'}
Mitchell Burgess,"{'The Sopranos': ""'Iowa' Burgess""}"
Paul Diomede,{'The Sopranos': 'Jason Masucci'}
Santos,{'The Sopranos': 'Gilbert Nieves'}
Judith Malina,{'The Sopranos': 'Aunt Dottie'}
Matthew Lawler,{'The Sopranos': 'Fed #2'}
Douglas Santiago,{'The Sopranos': 'Jeremy Herrera'}
Slava Schoot,{'The Sopranos': 'Russian Man'}
Mary Ellen Cravens,{'The Sopranos': 'Taylor'}
Salvatore Paul Piro,{'The Sopranos': 'Sammy Grigio'}
Dan Morse,{'The Sopranos': 'Mullethead'}
Robert Anthony Lavalle,{'The Sopranos': 'Band Leader #2'}
Judy Reyes,{'The Sopranos': 'Michelle'}
Olga Merediz,{'The Sopranos': 'Fran'}
Adam Alexi-Malle,{'The Sopranos': 'College Representative'}
Joe Pacheco,{'The Sopranos': 'Policeman'}
Jennifer Albano,{'The Sopranos': 'Connie'}
Danton Stone,{'The Sopranos': 'Mr. Sontag'}
Karen Giordano,{'The Sopranos': 'Samantha Martin'}
Andy Blankenbuehler,{'The Sopranos': 'Richie Aprile Jr.'}
Lydia Gaston,{'The Sopranos': 'Rosie'}
Sam Gray,{'The Sopranos': 'Judge Greenspan'}
Andrea Maulella,{'The Sopranos': 'Michele Foreman'}
James Murtaugh,{'The Sopranos': 'Judge Lapper'}
Traci Godfrey,{'The Sopranos': 'Edwina Fowley'}
Michael Garfield,{'The Sopranos': 'Len Tannenbaum'}
Norman Max Maxwell,{'The Sopranos': 'FBI Agent'}
Victor Truro,{'The Sopranos': 'Dr. Rotelli'}
Charles Trucillo,{'The Sopranos': 'Cop #1'}
Lorenzo Gregorio,{'The Sopranos': 'Miles'}
Vanessa Liguori,{'The Sopranos': 'Terri'}
Ben Lipitz,{'The Sopranos': 'Don Rictora Jr.'}
Adam Scarimbolo,{'The Sopranos': 'David Pasquale'}
Bernie Brillstein,{'The Sopranos': 'Bernie Brillstein'}
Dawn Evans,{'The Sopranos': 'Cheryl Kolpeki'}
Anna-Maria Gottfried,{'The Sopranos': 'Aunt Mary'}
Simon Sinn,{'The Sopranos': 'Monk #3'}
Nikki Dinki,{'The Sopranos': 'Bibi'}
Lois Markle,{'The Sopranos': 'Mother Superior'}
Brandon Hannan,"{'The Sopranos': 'Vito Spatafore, Jr.'}"
Joseph Adams,{'The Sopranos': 'Larry'}
Chance Kelly,{'The Sopranos': 'Fed #3'}
Guillermo Díaz,{'The Sopranos': 'Salesperson'}
Alexandra Neil,{'The Sopranos': 'Wendy Krim'}
Angelica Page,{'The Sopranos': 'Woman at Party'}
Tim Williams,{'The Sopranos': 'Mr. Meskimmin'}
Desiree Kehoe,{'The Sopranos': 'Nude Dancer'}
Militza Ivanova,{'The Sopranos': 'Russian Woman'}
Christopher J. Quinn,{'The Sopranos': 'Rusty Irish'}
Bryan Greenberg,{'The Sopranos': 'Peter McClure'}
P.J. Brown,{'The Sopranos': 'Cop'}
Chuck Montgomery,{'The Sopranos': 'Larry Arthur'}
Jason Minter,{'The Sopranos': 'Bellman'}
Melissa Weil,{'The Sopranos': 'Mrs. Sontag'}
Charles Sammarco,{'The Sopranos': 'Joey'}
James Sioutis,{'The Sopranos': 'Detective #1'}
Timothy Huang,{'The Sopranos': 'Doctor'}
Tony Hale,{'The Sopranos': 'RN Collins'}
David Warshofsky,{'The Sopranos': 'Cop #2'}
Zabryna Guevara,{'The Sopranos': 'Clerk'}
David Raymond Wagner,{'The Sopranos': 'FBI Agent'}
Joanie Ellen,{'The Sopranos': 'P.A.'}
Daniel T. Booth,{'The Sopranos': 'Waiter'}
Tony Hoty,{'The Sopranos': 'Salesman'}
Remy Auberjonois,{'The Sopranos': 'Dr. Phillip Seepman'}
Charley Scalies,{'The Sopranos': 'Coach Molinaro'}
Ed Setrakian,{'The Sopranos': 'Tommy'}
Lindsey Kraft,{'The Sopranos': 'Nadia'}
Danny Johnson,{'The Sopranos': 'Detective DeLeon'}
Bill Kurtis,{'The Sopranos': 'Bill Kurtis'}
Adam Trese,{'The Sopranos': 'Michael Kardish'}
Peter Allas,{'The Sopranos': 'Salvatore'}
Sandra Daley,{'The Sopranos': 'Nurse Fiona Macken'}
Rob Falcone,{'The Sopranos': 'Mr. Caravalho'}
Brian D. Coats,{'The Sopranos': 'Itzhak'}
Daniel Hilt,{'The Sopranos': 'Kid #3 - Phil Lito'}
Joseph Tudisco,{'The Sopranos': 'Trucker'}
Ken Prymus,{'The Sopranos': 'Manager'}
Dave Salerno,{'The Sopranos': 'Card Player'}
Tim Kirkpatrick,{'The Sopranos': 'Detective #1'}
Michael Parr,{'The Sopranos': 'Bouncer'}
Steve Ferguson,{'The Sopranos': 'Moldonado'}
Jason Fuchs,{'The Sopranos': 'Jr. Sontag'}
Sabine Singh,{'The Sopranos': 'Tracy'}
Antone Pagán,{'The Sopranos': 'Detective Ramos'}
Barbara Andres,{'The Sopranos': 'Quintina'}
Elena Antonenko,{'The Sopranos': 'Russian Woman'}
Lisa Valens,{'The Sopranos': 'Felicia Ann'}
Angela Covington,{'The Sopranos': 'Gudren'}
Tertia Lynch,{'The Sopranos': 'Duty Nurse'}
Marek Przystup,{'The Sopranos': 'Stasiu'}
Antonette Schwartzberg,"{'The Sopranos': ""Beansie's Mother""}"
Zachary Knower,{'The Sopranos': 'Dr. Enloe'}
Yvette Mercedes,{'The Sopranos': 'Homeless Woman'}
Anna Mastroianni,{'The Sopranos': 'Woman in Car'}
Crystal Allen,{'The Sopranos': 'Lisa'}
Curtiss Cook,{'The Sopranos': 'Credenso Curtis'}
Santo Fazio,{'The Sopranos': 'Teddy Genaretti'}
Chandra Wilson,{'The Sopranos': 'Evelyn Greenwood'}
Omar Chagall,{'The Sopranos': 'Raoul'}
Ivan Martin,{'The Sopranos': 'Kenny Giacolone'}
Ted Koch,{'The Sopranos': 'Detective Klinger'}
Donna Villella,"{'The Sopranos': ""Rae 'Rafaella' Martino""}"
Adira Amram,{'The Sopranos': 'Stacey'}
Casey O'Brien,{'The Sopranos': 'Martha'}
Stanley Harrison,{'The Sopranos': 'George'}
Eric Morace,{'The Sopranos': 'Detective Gaudioso'}
Brooke Marie Procida,{'The Sopranos': 'Bride'}
Jennifer Wiltsie,{'The Sopranos': 'Miss Marris'}
Sharif Rashed,{'The Sopranos': 'Antjuan'}
Peter Bretz,{'The Sopranos': 'Detective #2'}
Brian Guzman,{'The Sopranos': 'Delivery Boy'}
Raymond Michael Karl,{'The Sopranos': 'Teacher'}
Stelio Savante,{'The Sopranos': 'Gaetano Giarizzo'}
Philipp Karner,{'The Sopranos': 'Caller #3'}
Ilene Kristen,{'The Sopranos': 'Woman Smoker'}
James Biberi,"{'The Sopranos': ""Maitre'd""}"
John Mariano,{'The Sopranos': 'Ralph Giorgio'}
Oni Faida Lampley,{'The Sopranos': 'Cynthia'}
David Anzuelo,{'The Sopranos': 'Flight Attendant'}
Jessica Peters,{'The Sopranos': 'Sis Sontag'}
Steve Porcelli,{'The Sopranos': 'Matt Bonpensiero'}
Stephen Kunken,{'The Sopranos': 'ER Doctor'}
James Shanklin,{'The Sopranos': 'Anesthesiologist'}
Danielle Cautela,{'The Sopranos': 'Mackenzie Trucillo'}
Matt Cerbone,{'The Sopranos': 'Young Jackie Jr.'}
Michael Patterson,{'The Sopranos': 'Martin'}
Richard Verdinio,{'The Sopranos': 'Police Officer'}
Richard Bright,{'The Sopranos': 'Frank Crisci'}
Sabrina Gennarino,{'The Sopranos': 'Nina'}
Omar Scroggins,{'The Sopranos': 'Cheokay'}
Universal,{'The Sopranos': 'Stanley Johnson'}
Dennis Carrig,{'The Sopranos': 'Robert Harris'}
David Deblinger,{'The Sopranos': 'Dr. Rene Katz'}
John Elsen,{'The Sopranos': 'Officer Yorn'}
Philip Larocca,"{'The Sopranos': ""Edward 'Duke' Bonpensiero""}"
Joseph Leone,{'The Sopranos': 'Vic Caputo'}
Geoffrey Cantor,{'The Sopranos': 'Eli Kaplan'}
George Riddle,{'The Sopranos': 'Walter'}
Marc Bonan,{'The Sopranos': 'Rene LeCours'}
Theresa Lynn,{'The Sopranos': 'Stripper'}
Jessy Terrero,{'The Sopranos': 'Gallegos'}
Donn Swaby,{'The Sopranos': 'Guy on Bridge'}
Mark Belasco,{'The Sopranos': 'Capman'}
Bill Richardone,{'The Sopranos': 'Joseph Melfi'}
Joshua Benevento,{'The Sopranos': 'Choir Member'}
Elizabeth Reaser,{'The Sopranos': 'Stace'}
Gameela Wright,{'The Sopranos': 'Nurse'}
Gano Grills,{'The Sopranos': 'Antonio'}
Molly Regan,{'The Sopranos': 'Carole Arthur'}
Tony Rigo,{'The Sopranos': 'Old Guy'}
Scott Lucy,{'The Sopranos': 'Acting Student'}
Barbara Gulan,{'The Sopranos': 'Mrs. Gaetano'}
Katrina Lantz,{'The Sopranos': 'Sylvia'}
Kathleen Fasolino,"{'The Sopranos': ""Meadow's Friend""}"
George Xhilone,{'The Sopranos': 'Man'}
Melissa Marsala,{'The Sopranos': 'Kelli Aprile'}
Jill Marie Lawrence,{'The Sopranos': 'Detective Piersol'}
Stephen Peabody,{'The Sopranos': 'Service Manager'}
Michette Ardente,{'The Sopranos': 'Mandee'}
Dominick Charles Carbone,{'The Sopranos': 'Kevin Bonpensiero'}
Ronobir Lahiri,{'The Sopranos': 'Driver'}
Stan Carp,{'The Sopranos': 'Alfred'}
Danyelle Freeman,{'The Sopranos': 'Misty Giaculo'}
Richard Ziman,{'The Sopranos': 'Stan Gurman'}
Nino DelDuca,{'The Sopranos': 'Uncle Maurizio'}
George Spaventa,{'The Sopranos': 'V.I. Trifunovitch'}
Michael Pemberton,{'The Sopranos': 'Supervisor Jimmy Curran'}
Sukanya Krishnan,{'The Sopranos': 'Reporter'}
Kevin Hagan,{'The Sopranos': 'Chick Philips'}
Joseph Costa,"{'The Sopranos': 'Fred Mosconi, M.D.'}"
Jayson Ward Williams,{'The Sopranos': 'Coffeehouse Manager'}
Alisha Davis,{'The Sopranos': 'Anchorwoman'}
Patrick Husted,{'The Sopranos': 'Waiter'}
Elizabeth Ann Townsend,{'The Sopranos': 'Barb Wagner'}
Shawn McLean,{'The Sopranos': 'Yo Yo Mendez'}
Sonny Zito,{'The Sopranos': 'Eggie'}
David Moritt,{'The Sopranos': 'Mr. Miller'}
Joanne Caselli,{'The Sopranos': 'Choir Member'}
Ajay Naidu,{'The Sopranos': 'Omar'}
Anthony Alessandro,"{'The Sopranos': 'Waiter', 'Goodfellas': ""Henry's 60's Crew""}"
Asa Somers,{'The Sopranos': 'Blaine Richardson'}
Ray Garvey,{'The Sopranos': 'Airport Guard'}
La Tanya Hall,{'The Sopranos': 'Hooker'}
Laurine Towler,{'The Sopranos': 'Surgical Nurse'}
Patricia Mauceri,{'The Sopranos': 'Marie'}
Mario Polit,{'The Sopranos': 'Jesus Rossi'}
Bill Kocis,{'The Sopranos': 'Father Nicolai'}
Chris Hogan,{'The Sopranos': 'Student Advisor'}
Jason Furlani,{'The Sopranos': 'Security Guard'}
Modi,{'The Sopranos': 'Etan'}
Evan Neumann,{'The Sopranos': 'Colin McDermott'}
Jeff Robins,{'The Sopranos': 'Chris'}
Samuel Allen,{'The Sopranos': 'Shane Petrzelka'}
Bruce Kronenberg,{'The Sopranos': 'Todd Herman'}
Gina Tognoni,{'The Sopranos': 'Catherine Lipman'}
Gene Ruffini,{'The Sopranos': 'Charles Russamano'}
Ptolemy Slocum,{'The Sopranos': 'Keith'}
Lanette Ware,{'The Sopranos': 'Renata'}
Matt Fischel,{'The Sopranos': 'Judge Woronow'}
Manny Siverio,{'The Sopranos': '2nd Truck Driver'}
Marissa Jedell,{'The Sopranos': 'Becky'}
Cedric Turner,{'The Sopranos': 'Police Officer'}
Richard Davis,{'The Sopranos': 'Choir Member'}
Robert Prescott,{'The Sopranos': 'Mitch'}
David Healy,{'The Sopranos': 'Vice Principal'}
Wayne Pretlow,{'The Sopranos': 'Caller #1'}
Vince Viverito,{'The Sopranos': 'Detective Giardina'}
Craig Wojcik,{'The Sopranos': 'Pizza Kid'}
Kellie Turner,"{'The Sopranos': ""Nurse's Aide""}"
Frankie Caero,{'The Sopranos': 'Host'}
Colleen Werthmann,{'The Sopranos': 'Agent Malatesta'}
Luiza Liccini,{'The Sopranos': 'Stripper #1'}
Domenica Galati,{'The Sopranos': 'Mother'}
Sheila Gibbs,{'The Sopranos': 'Receptionist'}
Anthony Zayas,{'The Sopranos': 'Cholo #1'}
Elaine Bromka,{'The Sopranos': 'Ellen McDermott'}
Montel Williams,{'The Sopranos': 'Self'}
Lisa Altomare,{'The Sopranos': 'Rose'}
Felicity LaFortune,{'The Sopranos': 'Dr. Sarah Klum'}
Jim Wisniewski,{'The Sopranos': 'Bradley Stafford'}
Frank Ammirati,{'The Sopranos': 'Freddy Di Novi'}
Sid Davidoff,{'The Sopranos': 'Lee Nieman'}
Manuela Feris,{'The Sopranos': 'Martina'}
Alberto Vazquez,{'The Sopranos': 'Julian'}
Elizabeth Meadows Rouse,{'The Sopranos': 'Mom'}
T.R. Shields III,{'The Sopranos': 'Dale Hutchins'}
Kevin Kean Murphy,{'The Sopranos': 'Ascot Man'}
Joey Scala,{'The Sopranos': 'Teenager'}
J.D. Williams,{'The Sopranos': 'Special K'}
Joyce Lynn O'Connor,{'The Sopranos': 'Shelly Hauser'}
Steve Ferrara,{'The Sopranos': 'Choir Member'}
Phyllis Somerville,{'The Sopranos': 'Brenda'}
Beatrice Winde,{'The Sopranos': 'Funeral Guest'}
David McCann,{'The Sopranos': 'Priest'}
Ron Lee Jones,{'The Sopranos': 'Michael McLuhan'}
Pina Cutolo,{'The Sopranos': 'Mother'}
Jay Alan Christianson,{'The Sopranos': 'Agent Jongsma'}
Kieran Campion,{'The Sopranos': 'Epsilon Zet'}
Marie Athanasiou,{'The Sopranos': 'Stripper #2'}
Tyler Gulizio,{'The Sopranos': 'Little Boy'}
Freddy Martinez,{'The Sopranos': 'Cholo #2'}
Joseph R. Sicari,{'The Sopranos': 'Phillip Di Notti'}
Gurdeep Singh,{'The Sopranos': 'Prabhat'}
Joseph Castellana,"{'The Sopranos': ""Lou 'Dimaggio' Galina""}"
Jeff E. Surawski,"{'The Sopranos': ""The Swingin' Neckbreakers""}"
Susan Jhun,{'The Sopranos': 'Allison Pak'}
David Little,{'The Sopranos': 'Asa Silverman'}
Duke Valenti,{'The Sopranos': 'Corky DiGioia'}
Adam Sietz,{'The Sopranos': 'Walter'}
Michelle Huber,{'The Sopranos': 'Attractive Woman'}
James Flaherty,{'The Sopranos': 'Tom McMillan'}
Vince Stefani,{'The Sopranos': 'Lester DeAngelis'}
Aasif Mandvi,{'The Sopranos': 'Dr. Abu Bilal'}
Abigail Marlowe,{'The Sopranos': 'Sarah'}
Clyde Baldo,{'The Sopranos': 'Photographer'}
Dennis Predovic,{'The Sopranos': 'Eddie Lind'}
Ed Kershen,{'The Sopranos': 'Surveyor'}
Gaston Renaud,{'The Sopranos': 'Ramon'}
James Spector,{'The Sopranos': 'Kid #1'}
Margie Freeswick,{'The Sopranos': 'Choir Member'}
Kevin Sussman,{'The Sopranos': 'Kevin'}
Ajay Mehta,{'The Sopranos': 'Sundeep'}
Lello Giulivo,{'The Sopranos': 'Camillo'}
Carmine Sirico,{'The Sopranos': 'Dealer'}
Louis Petraglia,{'The Sopranos': 'Sanitation Worker'}
Ryan Homchick,{'The Sopranos': 'Cadet Delaunay'}
Cesar De León,{'The Sopranos': 'Cholo #3'}
Dennis Gagomiros,{'The Sopranos': 'Agent Theophilos'}
Michael Matera,{'The Sopranos': 'Carlos'}
Peter Byrne,{'The Sopranos': 'Security Guard'}
William DaRuffa,{'The Sopranos': 'Joe'}
Cyndi Ramirez,{'The Sopranos': 'Girl'}
Loulou Katz,{'The Sopranos': 'Little Girl'}
Larry Sellers,{'The Sopranos': 'Professor Del Redclay'}
David Pittu,{'The Sopranos': 'Norman'}
Mark Lotito,{'The Sopranos': 'Dave Fusco'}
Rob Leo Roy,{'The Sopranos': 'Print Newsman'}
Soundis Bardu,{'The Sopranos': 'Rahimah'}
John Clark Jorgensen,"{'The Sopranos': ""The Swingin' Neckbreakers""}"
Angela Bullock,{'The Sopranos': 'Clerk'}
Angelo Di Mascio Jr.,{'The Sopranos': 'Security Guard'}
Leon Wieseltier,{'The Sopranos': 'Stewart Silverman'}
Christopher Evan Welch,{'The Sopranos': 'ER Doctor'}
Ash Roeca,{'The Sopranos': 'Rudy Diaz'}
Melissa Schneider,"{'The Sopranos': ""Photographer's Assistant""}"
Bambadjan Bamba,{'The Sopranos': 'Cyclist'}
Peter Bucossi,{'The Sopranos': 'Petey B.'}
Greg Connolly,{'The Sopranos': 'Stan'}
Serafin Falcon,{'The Sopranos': 'Esteban'}
John Nacco,{'The Sopranos': 'Contractor'}
Scott Greco,{'The Sopranos': 'Choir Member'}
Corrine Stella,{'The Sopranos': 'Woman'}
Remy K. Selma,{'The Sopranos': 'Siraj'}
Antonio Lubrano,{'The Sopranos': 'Nino'}
Jay Palit,{'The Sopranos': 'Indian Man'}
Roberto Thomas,{'The Sopranos': 'Lee'}
Neal Jones,{'The Sopranos': 'Agent Tancredi'}
Michael Hogan,{'The Sopranos': 'Dov Ginsberg'}
Megan Curry,{'The Sopranos': 'Punked-Out Coed'}
Malcolm Barrett,{'The Sopranos': 'Angelo Davis'}
Alex Rice,{'The Sopranos': 'Maggie Donner'}
Roberta Wallach,{'The Sopranos': 'Stella'}
Frankie Pace,{'The Sopranos': 'Newspaper Reporter'}
Chuck Lewkowicz,{'The Sopranos': 'Foreman'}
Cristina Ablaza,{'The Sopranos': 'Doctor'}
Thomas Jorgensen,"{'The Sopranos': ""The Swingin' Neckbreakers""}"
Humberto Gettys,{'The Sopranos': 'Marshal'}
Kimberly Guerrero,{'The Sopranos': 'Dealer #1'}
Finnerty Steeves,{'The Sopranos': 'Soccer Mom'}
Didi Wong,{'The Sopranos': 'Jade Escort'}
Hilda Evans,{'The Sopranos': 'Wanda'}
Bethany Therese,{'The Sopranos': 'Estela'}
Paolo Pagliacolo,{'The Sopranos': 'Sicilian'}
Josh Pais,{'The Sopranos': 'Zev Charney'}
Laith Nakli,{'The Sopranos': 'Mr. Fahim Ulleh Kahn'}
Alexandre Varga,{'The Sopranos': 'Michel'}
Marcos Muniz,{'The Sopranos': 'Ramon'}
Biagio Tripodi,{'The Sopranos': 'John Campisi'}
Christina Cabot,{'The Sopranos': 'Lynn'}
Clarke Thorell,{'The Sopranos': 'Steve'}
Peter Caporale,{'The Sopranos': 'Old Mutt'}
Bill Winkler,{'The Sopranos': 'Soccer Ref'}
Anthony Tavaglione,{'The Sopranos': 'Lance'}
Jennifer Jenkins,{'The Sopranos': 'Choir Member'}
Janet Bushor,{'The Sopranos': 'Nurse'}
Guido Palliggiano,{'The Sopranos': 'Pino'}
Steve Grillo,{'The Sopranos': 'Pizza Customer'}
Sheelagh Tellerday,{'The Sopranos': 'Woman'}
Jordan Gelber,{'The Sopranos': 'Bob Berg'}
Heather MacRae,{'The Sopranos': 'Administrator'}
Sharon Avendano,{'The Sopranos': 'Desk Girl'}
George T. Odom,{'The Sopranos': 'Nelson'}
Barbara Caruso,{'The Sopranos': 'Lena Fegoli'}
Jelani Jeffries,{'The Sopranos': 'Sea Scout #1'}
Maria Baan,{'The Sopranos': 'Fran'}
Chris Juell,{'The Sopranos': 'Soccer Dad'}
Jacqueline Antaramian,{'The Sopranos': 'Mrs. Fahim Ulleh Kahn'}
Susan Varon,"{'The Sopranos': 'Joan Gillespie', 'Goodfellas': 'Susan'}"
Lee R. Sellars,{'The Sopranos': 'Salesman'}
Michel Winogradoff,{'The Sopranos': 'Head Waiter'}
Maulik Pancholy,{'The Sopranos': 'Dr. Ajit Gupte'}
Mark La Mura,{'The Sopranos': 'Alan Kaplan'}
A.J. Lambert,{'The Sopranos': 'Back-Up Singer'}
Davide Borella,{'The Sopranos': 'Roberto'}
Peter Mele,{'The Sopranos': 'George Pagilieri'}
Chester West,{'The Sopranos': 'Orderly'}
Caroline Killian,{'The Sopranos': 'Choir Member'}
Robert G. McKay,{'The Sopranos': 'Orderly'}
Alida Tarallo,{'The Sopranos': 'Prostitute'}
Tim Gallin,{'The Sopranos': 'Joe Zachary'}
Margo Singaliese,{'The Sopranos': 'Lisa Cestone'}
Gregory Russell Cook,{'The Sopranos': 'Club Kid'}
Rosie Chavolino,{'The Sopranos': 'Second Dancer'}
Michael Variano,{'The Sopranos': 'Petey'}
Michael Godere,{'The Sopranos': 'Alfie'}
Stephen Sable,{'The Sopranos': 'Florida Hit Man'}
Joe Narciso,{'The Sopranos': 'Richard'}
Sidney Williams,{'The Sopranos': 'Brad Miller'}
Matt Unger,{'The Sopranos': 'Matt De Blasi'}
Garry Pastore,"{'The Sopranos': 'Jerry Basile', 'Goodfellas': ""Henry's 70's Crew""}"
Dean Edwards,{'The Sopranos': 'Charles'}
Julian Wells,{'The Sopranos': 'Waitress'}
Cal Robertson,{'The Sopranos': 'Andrew'}
Lisa Regina,{'The Sopranos': 'Kim'}
Jackson Loo,{'The Sopranos': 'Dale'}
Esley Tate,{'The Sopranos': 'Sea Scout #2'}
Jimmy Collins,{'The Sopranos': 'Charlie Garepe'}
Richard Byrne,{'The Sopranos': 'Referee'}
Mike Pniewski,{'The Sopranos': 'Deputy Featham'}
Arabella Field,{'The Sopranos': 'Amy'}
Jeremy Schwartz,{'The Sopranos': 'Biker #1'}
Noah Keen,{'The Sopranos': 'Otto'}
Doug Rand,{'The Sopranos': 'Gendarme'}
Rick Gifford,{'The Sopranos': 'Omar'}
Afeefa Ayube,{'The Sopranos': 'Afaf Kahn'}
Melanie Minichino,{'The Sopranos': 'Tara Zincone'}
Donnetta Lavinia Grays,{'The Sopranos': 'Nurse'}
Sistina Giordano,{'The Sopranos': 'Donna Amato'}
Carlos Morales,{'The Sopranos': 'Jesus Selgado'}
Simone Peart,{'The Sopranos': 'Choir Member'}
Roy Thinnes,{'The Sopranos': 'Dr. Baumgartner'}
Amy Redford,{'The Sopranos': 'ER Doctor'}
Alex Toma,{'The Sopranos': 'Kid'}
Larry Clarke,{'The Sopranos': 'Cop'}
Perez Hilton,{'The Sopranos': 'Male Student'}
Erik Weiner,{'The Sopranos': 'Manager'}
